id,source_type,source_name,url,title,score,num_comments,rank,published_at,author,permalink,fetched_at,language
45183050,social,HackerNews,https://news.ycombinator.com/,,227,35,28,,lvogel,https://news.ycombinator.com/item?id=45183050,2025-09-10T15:18:24.450594+00:00,en
45157505,social,HackerNews,https://news.ycombinator.com/,,40,33,29,,Bogdanp,https://news.ycombinator.com/item?id=45157505,2025-09-10T15:18:24.450750+00:00,en
45182770,social,HackerNews,https://news.ycombinator.com/,,248,86,30,,darccio,https://news.ycombinator.com/item?id=45182770,2025-09-10T15:18:24.450907+00:00,en
45198322,social,HackerNews,https://news.ycombinator.com/,,8,0,31,,mlange-42,https://news.ycombinator.com/item?id=45198322,2025-09-10T15:18:26.340980+00:00,en
45188945,social,HackerNews,https://news.ycombinator.com/,,440,87,32,,marc__1,https://news.ycombinator.com/item?id=45188945,2025-09-10T15:18:26.341170+00:00,en
45183589,social,HackerNews,https://news.ycombinator.com/,,172,98,33,,mellosouls,https://news.ycombinator.com/item?id=45183589,2025-09-10T15:18:26.341336+00:00,en
45184432,social,HackerNews,https://news.ycombinator.com/,,394,835,34,,alloyed,https://news.ycombinator.com/item?id=45184432,2025-09-10T15:18:26.341496+00:00,en
45197240,social,HackerNews,https://news.ycombinator.com/,,8,3,35,,ksec,https://news.ycombinator.com/item?id=45197240,2025-09-10T15:18:26.341659+00:00,en
45197302,social,HackerNews,https://news.ycombinator.com/,,13,3,36,,nixy,https://news.ycombinator.com/item?id=45197302,2025-09-10T15:18:26.341821+00:00,en
45198150,social,HackerNews,https://news.ycombinator.com/,,6,6,37,,speckx,https://news.ycombinator.com/item?id=45198150,2025-09-10T15:18:26.341980+00:00,en
45197608,social,HackerNews,https://news.ycombinator.com/,,10,1,38,,benaadams,https://news.ycombinator.com/item?id=45197608,2025-09-10T15:18:26.342141+00:00,en
45178041,social,HackerNews,https://news.ycombinator.com/,,770,416,39,,TechTechTech,https://news.ycombinator.com/item?id=45178041,2025-09-10T15:18:26.342298+00:00,en
45196746,social,HackerNews,https://news.ycombinator.com/,,13,8,40,,mooreds,https://news.ycombinator.com/item?id=45196746,2025-09-10T15:18:26.342454+00:00,en
45153380,social,HackerNews,https://news.ycombinator.com/,,17,1,41,,christkv,https://news.ycombinator.com/item?id=45153380,2025-09-10T15:18:26.342609+00:00,en
45184368,social,HackerNews,https://news.ycombinator.com/,,610,243,42,,coloneltcb,https://news.ycombinator.com/item?id=45184368,2025-09-10T15:18:26.342769+00:00,en
45167436,social,HackerNews,https://news.ycombinator.com/,,119,5,43,,reisinge,https://news.ycombinator.com/item?id=45167436,2025-09-10T15:18:26.342927+00:00,en
45179304,social,HackerNews,https://news.ycombinator.com/,,276,281,44,,nobody9999,https://news.ycombinator.com/item?id=45179304,2025-09-10T15:18:26.343083+00:00,en
45166245,social,HackerNews,https://news.ycombinator.com/,,123,26,45,,gidellav,https://news.ycombinator.com/item?id=45166245,2025-09-10T15:18:26.343239+00:00,en
45156671,social,HackerNews,https://news.ycombinator.com/,,36,29,46,,seductivebarry,https://news.ycombinator.com/item?id=45156671,2025-09-10T15:18:26.343395+00:00,en
45179939,social,HackerNews,https://news.ycombinator.com/,,378,274,47,,tosh,https://news.ycombinator.com/item?id=45179939,2025-09-10T15:18:26.343550+00:00,en
45177518,social,HackerNews,https://news.ycombinator.com/,,155,80,48,,tempodox,https://news.ycombinator.com/item?id=45177518,2025-09-10T15:18:26.343706+00:00,en
45186011,social,HackerNews,https://news.ycombinator.com/,,143,118,49,,mercenario,https://news.ycombinator.com/item?id=45186011,2025-09-10T15:18:26.343860+00:00,en
45164892,social,HackerNews,https://news.ycombinator.com/,,102,40,50,,Bogdanp,https://news.ycombinator.com/item?id=45164892,2025-09-10T15:18:26.344017+00:00,en
45170515,social,HackerNews,https://news.ycombinator.com/,,961,435,51,,keyboardJones,https://news.ycombinator.com/item?id=45170515,2025-09-10T15:18:26.344175+00:00,en
45195267,social,HackerNews,https://news.ycombinator.com/,,74,75,52,,jordigh,https://news.ycombinator.com/item?id=45195267,2025-09-10T15:18:26.344329+00:00,en
45196099,social,HackerNews,https://news.ycombinator.com/,,11,8,53,,iruoy,https://news.ycombinator.com/item?id=45196099,2025-09-10T15:18:26.344484+00:00,en
45193291,social,HackerNews,https://news.ycombinator.com/,,16,3,54,,deevus,https://news.ycombinator.com/item?id=45193291,2025-09-10T15:18:26.344642+00:00,en
45183039,social,HackerNews,https://news.ycombinator.com/,,244,137,55,,mxstbr,https://news.ycombinator.com/item?id=45183039,2025-09-10T15:18:26.344799+00:00,en
45186726,social,HackerNews,https://news.ycombinator.com/,,163,181,56,,warrenm,https://news.ycombinator.com/item?id=45186726,2025-09-10T15:18:26.344956+00:00,en
45186023,social,HackerNews,https://news.ycombinator.com/,,93,245,57,,excerionsforte,https://news.ycombinator.com/item?id=45186023,2025-09-10T15:18:26.345111+00:00,en
45187349,social,HackerNews,https://news.ycombinator.com/,,35,6,58,,hawski,https://news.ycombinator.com/item?id=45187349,2025-09-10T15:18:26.345270+00:00,en
45191932,social,HackerNews,https://news.ycombinator.com/,,15,2,59,,nearestnabors,https://news.ycombinator.com/item?id=45191932,2025-09-10T15:18:26.345427+00:00,en
45145176,social,HackerNews,https://news.ycombinator.com/,,68,22,60,,brightprogramer,https://news.ycombinator.com/item?id=45145176,2025-09-10T15:18:26.345584+00:00,en
45186705,social,HackerNews,https://news.ycombinator.com/,,27,4,61,,oavioklein,https://news.ycombinator.com/item?id=45186705,2025-09-10T15:18:29.034193+00:00,en
45180315,social,HackerNews,https://news.ycombinator.com/,,111,35,62,,jadelcastillo,https://news.ycombinator.com/item?id=45180315,2025-09-10T15:18:29.034394+00:00,en
45155937,social,HackerNews,https://news.ycombinator.com/,,14,0,63,,forthelastime,https://news.ycombinator.com/item?id=45155937,2025-09-10T15:18:29.034583+00:00,en
45193218,social,HackerNews,https://news.ycombinator.com/,,12,1,64,,zdw,https://news.ycombinator.com/item?id=45193218,2025-09-10T15:18:29.034771+00:00,en
45140572,social,HackerNews,https://news.ycombinator.com/,,259,40,65,,stmw,https://news.ycombinator.com/item?id=45140572,2025-09-10T15:18:29.034961+00:00,en
45196163,social,HackerNews,https://news.ycombinator.com/,,42,44,66,,solarwindy,https://news.ycombinator.com/item?id=45196163,2025-09-10T15:18:29.035155+00:00,en
45198744,social,HackerNews,https://news.ycombinator.com/,,5,1,67,,ilamont,https://news.ycombinator.com/item?id=45198744,2025-09-10T15:18:29.035342+00:00,en
45179889,social,HackerNews,https://news.ycombinator.com/,,191,109,68,,naugtur,https://news.ycombinator.com/item?id=45179889,2025-09-10T15:18:29.035529+00:00,en
45182418,social,HackerNews,https://news.ycombinator.com/,,47,28,69,,ksec,https://news.ycombinator.com/item?id=45182418,2025-09-10T15:18:29.035714+00:00,en
45151641,social,HackerNews,https://news.ycombinator.com/,,348,496,70,,xrayarx,https://news.ycombinator.com/item?id=45151641,2025-09-10T15:18:29.035898+00:00,en
45188116,social,HackerNews,https://news.ycombinator.com/,,59,15,71,,aurellius,https://news.ycombinator.com/item?id=45188116,2025-09-10T15:18:29.036079+00:00,en
45157278,social,HackerNews,https://news.ycombinator.com/,,65,14,72,,dnetesn,https://news.ycombinator.com/item?id=45157278,2025-09-10T15:18:29.036267+00:00,en
45157161,social,HackerNews,https://news.ycombinator.com/,,33,13,73,,ayush_xeneva,https://news.ycombinator.com/item?id=45157161,2025-09-10T15:18:29.036447+00:00,en
45171200,social,HackerNews,https://news.ycombinator.com/,,661,381,74,,joshmanders,https://news.ycombinator.com/item?id=45171200,2025-09-10T15:18:29.036626+00:00,en
45192862,social,HackerNews,https://news.ycombinator.com/,,9,0,75,,vismit2000,https://news.ycombinator.com/item?id=45192862,2025-09-10T15:18:29.036806+00:00,en
45170000,social,HackerNews,https://news.ycombinator.com/,,222,100,76,,ktosobcy,https://news.ycombinator.com/item?id=45170000,2025-09-10T15:18:29.036985+00:00,en
45155916,social,HackerNews,https://news.ycombinator.com/,,38,7,77,,andsoitis,https://news.ycombinator.com/item?id=45155916,2025-09-10T15:18:29.037164+00:00,en
45135591,social,HackerNews,https://news.ycombinator.com/,,105,105,78,,joexbayer,https://news.ycombinator.com/item?id=45135591,2025-09-10T15:18:29.037345+00:00,en
45156414,social,HackerNews,https://news.ycombinator.com/,,142,162,79,,never_inline,https://news.ycombinator.com/item?id=45156414,2025-09-10T15:18:29.037525+00:00,en
45197066,social,HackerNews,https://news.ycombinator.com/,,77,112,80,,speckx,https://news.ycombinator.com/item?id=45197066,2025-09-10T15:18:29.037706+00:00,en
45193234,social,HackerNews,https://news.ycombinator.com/,,9,1,81,,zdw,https://news.ycombinator.com/item?id=45193234,2025-09-10T15:18:29.037886+00:00,en
45189260,social,HackerNews,https://news.ycombinator.com/,,27,5,82,,erichi,https://news.ycombinator.com/item?id=45189260,2025-09-10T15:18:29.038065+00:00,en
45165186,social,HackerNews,https://news.ycombinator.com/,,142,254,83,,sien,https://news.ycombinator.com/item?id=45165186,2025-09-10T15:18:29.038244+00:00,en
45182111,social,HackerNews,https://news.ycombinator.com/,,410,442,84,,Anon84,https://news.ycombinator.com/item?id=45182111,2025-09-10T15:18:29.038419+00:00,en
45174297,social,HackerNews,https://news.ycombinator.com/,,480,117,85,,Sateeshm,https://news.ycombinator.com/item?id=45174297,2025-09-10T15:18:29.038574+00:00,en
45142704,social,HackerNews,https://news.ycombinator.com/,,130,54,86,,ntnbr,https://news.ycombinator.com/item?id=45142704,2025-09-10T15:18:29.038729+00:00,en
45157232,social,HackerNews,https://news.ycombinator.com/,,29,3,87,,apatheticonion,https://news.ycombinator.com/item?id=45157232,2025-09-10T15:18:29.038881+00:00,en
45144129,social,HackerNews,https://news.ycombinator.com/,,84,27,88,,doener,https://news.ycombinator.com/item?id=45144129,2025-09-10T15:18:29.039034+00:00,en
45187449,social,HackerNews,https://news.ycombinator.com/,,50,7,89,,zac23or,https://news.ycombinator.com/item?id=45187449,2025-09-10T15:18:29.039187+00:00,en
45167625,social,HackerNews,https://news.ycombinator.com/,,175,290,90,,mooreds,https://news.ycombinator.com/item?id=45167625,2025-09-10T15:18:29.039341+00:00,en
45196173,social,HackerNews,https://news.ycombinator.com/,,195,68,1,,tosh,https://news.ycombinator.com/item?id=45196173,2025-09-10T15:19:37.562272+00:00,en
45192655,social,HackerNews,https://news.ycombinator.com/,,664,138,2,,vuciv,https://news.ycombinator.com/item?id=45192655,2025-09-10T15:19:37.562488+00:00,en
45196437,social,HackerNews,https://news.ycombinator.com/,,65,25,3,,feross,https://news.ycombinator.com/item?id=45196437,2025-09-10T15:19:37.562670+00:00,en
45195520,social,HackerNews,https://news.ycombinator.com/,,415,474,4,,robtherobber,https://news.ycombinator.com/item?id=45195520,2025-09-10T15:19:37.562834+00:00,en
45186015,social,HackerNews,https://news.ycombinator.com/,,830,1694,5,,excerionsforte,https://news.ycombinator.com/item?id=45186015,2025-09-10T15:19:37.562997+00:00,en
45197187,social,HackerNews,https://news.ycombinator.com/,,87,61,6,,coloneltcb,https://news.ycombinator.com/item?id=45197187,2025-09-10T15:19:37.563157+00:00,en
45155846,social,HackerNews,https://news.ycombinator.com/,,23,2,7,,MKuykendall,https://news.ycombinator.com/item?id=45155846,2025-09-10T15:19:37.563315+00:00,en
45185756,social,HackerNews,https://news.ycombinator.com/,,525,171,8,,rbanffy,https://news.ycombinator.com/item?id=45185756,2025-09-10T15:19:37.563478+00:00,en
45163417,social,HackerNews,https://news.ycombinator.com/,,32,6,9,,ibobev,https://news.ycombinator.com/item?id=45163417,2025-09-10T15:19:37.563636+00:00,en
45191347,social,HackerNews,https://news.ycombinator.com/,,210,54,10,,Gaishan,https://news.ycombinator.com/item?id=45191347,2025-09-10T15:19:37.563792+00:00,en
45182381,social,HackerNews,https://news.ycombinator.com/,,604,316,11,,meetpateltech,https://news.ycombinator.com/item?id=45182381,2025-09-10T15:19:37.563949+00:00,en
45154088,social,HackerNews,https://news.ycombinator.com/,,53,25,12,,zdw,https://news.ycombinator.com/item?id=45154088,2025-09-10T15:19:37.564106+00:00,en
45196433,social,HackerNews,https://news.ycombinator.com/,,0,0,13,,,https://news.ycombinator.com/item?id=45196433,2025-09-10T15:19:37.564240+00:00,en
45182657,social,HackerNews,https://news.ycombinator.com/,,447,806,14,,bikenaga,https://news.ycombinator.com/item?id=45182657,2025-09-10T15:19:37.564395+00:00,en
45171733,social,HackerNews,https://news.ycombinator.com/,,177,47,15,,CharlesW,https://news.ycombinator.com/item?id=45171733,2025-09-10T15:19:37.564551+00:00,en
45183029,social,HackerNews,https://news.ycombinator.com/,,774,430,16,,WhyNotHugo,https://news.ycombinator.com/item?id=45183029,2025-09-10T15:19:37.564712+00:00,en
45192194,social,HackerNews,https://news.ycombinator.com/,,79,33,17,,lawrenceyan,https://news.ycombinator.com/item?id=45192194,2025-09-10T15:19:37.564869+00:00,en
45196568,social,HackerNews,https://news.ycombinator.com/,,41,26,18,,hiAndrewQuinn,https://news.ycombinator.com/item?id=45196568,2025-09-10T15:19:37.565026+00:00,en
45177683,social,HackerNews,https://news.ycombinator.com/,,318,413,19,,geerlingguy,https://news.ycombinator.com/item?id=45177683,2025-09-10T15:19:37.565180+00:00,en
45157094,social,HackerNews,https://news.ycombinator.com/,,27,17,20,,GeneralMaximus,https://news.ycombinator.com/item?id=45157094,2025-09-10T15:19:37.565335+00:00,en
45194165,social,HackerNews,https://news.ycombinator.com/,,55,48,21,,GeoAtreides,https://news.ycombinator.com/item?id=45194165,2025-09-10T15:19:37.565489+00:00,en
45154142,social,HackerNews,https://news.ycombinator.com/,,162,39,22,,lordnacho,https://news.ycombinator.com/item?id=45154142,2025-09-10T15:19:37.565642+00:00,en
45186265,social,HackerNews,https://news.ycombinator.com/,,449,208,23,,circuit,https://news.ycombinator.com/item?id=45186265,2025-09-10T15:19:37.565794+00:00,en
45190777,social,HackerNews,https://news.ycombinator.com/,,109,11,24,,lioeters,https://news.ycombinator.com/item?id=45190777,2025-09-10T15:19:37.565947+00:00,en
45157425,social,HackerNews,https://news.ycombinator.com/,,51,48,25,,ColinWright,https://news.ycombinator.com/item?id=45157425,2025-09-10T15:19:37.566102+00:00,en
45185875,social,HackerNews,https://news.ycombinator.com/,,187,301,26,,ChrisArchitect,https://news.ycombinator.com/item?id=45185875,2025-09-10T15:19:37.566263+00:00,en
45158118,social,HackerNews,https://news.ycombinator.com/,,142,21,27,,losfair,https://news.ycombinator.com/item?id=45158118,2025-09-10T15:19:37.566419+00:00,en
45183050,social,HackerNews,https://news.ycombinator.com/,,227,35,28,,lvogel,https://news.ycombinator.com/item?id=45183050,2025-09-10T15:19:37.566573+00:00,en
45157505,social,HackerNews,https://news.ycombinator.com/,,40,33,29,,Bogdanp,https://news.ycombinator.com/item?id=45157505,2025-09-10T15:19:37.566730+00:00,en
45182770,social,HackerNews,https://news.ycombinator.com/,,248,87,30,,darccio,https://news.ycombinator.com/item?id=45182770,2025-09-10T15:19:37.566883+00:00,en
45198322,social,HackerNews,https://news.ycombinator.com/,,8,0,31,,mlange-42,https://news.ycombinator.com/item?id=45198322,2025-09-10T15:19:41.529406+00:00,en
45183589,social,HackerNews,https://news.ycombinator.com/,,173,98,32,,mellosouls,https://news.ycombinator.com/item?id=45183589,2025-09-10T15:19:41.529604+00:00,en
45188945,social,HackerNews,https://news.ycombinator.com/,,440,87,33,,marc__1,https://news.ycombinator.com/item?id=45188945,2025-09-10T15:19:41.529771+00:00,en
45184432,social,HackerNews,https://news.ycombinator.com/,,394,835,34,,alloyed,https://news.ycombinator.com/item?id=45184432,2025-09-10T15:19:41.529937+00:00,en
45197608,social,HackerNews,https://news.ycombinator.com/,,11,1,35,,benaadams,https://news.ycombinator.com/item?id=45197608,2025-09-10T15:19:41.530102+00:00,en
45197240,social,HackerNews,https://news.ycombinator.com/,,8,3,36,,ksec,https://news.ycombinator.com/item?id=45197240,2025-09-10T15:19:41.530266+00:00,en
45197302,social,HackerNews,https://news.ycombinator.com/,,14,3,37,,nixy,https://news.ycombinator.com/item?id=45197302,2025-09-10T15:19:41.530426+00:00,en
45198150,social,HackerNews,https://news.ycombinator.com/,,6,6,38,,speckx,https://news.ycombinator.com/item?id=45198150,2025-09-10T15:19:41.530585+00:00,en
45178041,social,HackerNews,https://news.ycombinator.com/,,770,416,39,,TechTechTech,https://news.ycombinator.com/item?id=45178041,2025-09-10T15:19:41.530745+00:00,en
45196746,social,HackerNews,https://news.ycombinator.com/,,13,8,40,,mooreds,https://news.ycombinator.com/item?id=45196746,2025-09-10T15:19:41.530903+00:00,en
45153380,social,HackerNews,https://news.ycombinator.com/,,17,1,41,,christkv,https://news.ycombinator.com/item?id=45153380,2025-09-10T15:19:41.531060+00:00,en
45184368,social,HackerNews,https://news.ycombinator.com/,,610,243,42,,coloneltcb,https://news.ycombinator.com/item?id=45184368,2025-09-10T15:19:41.531217+00:00,en
45167436,social,HackerNews,https://news.ycombinator.com/,,119,5,43,,reisinge,https://news.ycombinator.com/item?id=45167436,2025-09-10T15:19:41.531375+00:00,en
45179304,social,HackerNews,https://news.ycombinator.com/,,277,281,44,,nobody9999,https://news.ycombinator.com/item?id=45179304,2025-09-10T15:19:41.531534+00:00,en
45166245,social,HackerNews,https://news.ycombinator.com/,,123,26,45,,gidellav,https://news.ycombinator.com/item?id=45166245,2025-09-10T15:19:41.531692+00:00,en
45156671,social,HackerNews,https://news.ycombinator.com/,,36,29,46,,seductivebarry,https://news.ycombinator.com/item?id=45156671,2025-09-10T15:19:41.531852+00:00,en
45179939,social,HackerNews,https://news.ycombinator.com/,,378,274,47,,tosh,https://news.ycombinator.com/item?id=45179939,2025-09-10T15:19:41.532008+00:00,en
45177518,social,HackerNews,https://news.ycombinator.com/,,155,80,48,,tempodox,https://news.ycombinator.com/item?id=45177518,2025-09-10T15:19:41.532167+00:00,en
45186011,social,HackerNews,https://news.ycombinator.com/,,144,118,49,,mercenario,https://news.ycombinator.com/item?id=45186011,2025-09-10T15:19:41.532324+00:00,en
45164892,social,HackerNews,https://news.ycombinator.com/,,102,40,50,,Bogdanp,https://news.ycombinator.com/item?id=45164892,2025-09-10T15:19:41.532481+00:00,en
45170515,social,HackerNews,https://news.ycombinator.com/,,961,435,51,,keyboardJones,https://news.ycombinator.com/item?id=45170515,2025-09-10T15:19:41.532639+00:00,en
45195267,social,HackerNews,https://news.ycombinator.com/,,74,75,52,,jordigh,https://news.ycombinator.com/item?id=45195267,2025-09-10T15:19:41.532795+00:00,en
45193291,social,HackerNews,https://news.ycombinator.com/,,16,3,53,,deevus,https://news.ycombinator.com/item?id=45193291,2025-09-10T15:19:41.532951+00:00,en
45196099,social,HackerNews,https://news.ycombinator.com/,,11,8,54,,iruoy,https://news.ycombinator.com/item?id=45196099,2025-09-10T15:19:41.533112+00:00,en
45186726,social,HackerNews,https://news.ycombinator.com/,,164,182,55,,warrenm,https://news.ycombinator.com/item?id=45186726,2025-09-10T15:19:41.533268+00:00,en
45183039,social,HackerNews,https://news.ycombinator.com/,,244,137,56,,mxstbr,https://news.ycombinator.com/item?id=45183039,2025-09-10T15:19:41.533424+00:00,en
45186023,social,HackerNews,https://news.ycombinator.com/,,93,245,57,,excerionsforte,https://news.ycombinator.com/item?id=45186023,2025-09-10T15:19:41.533579+00:00,en
45186705,social,HackerNews,https://news.ycombinator.com/,,28,4,58,,oavioklein,https://news.ycombinator.com/item?id=45186705,2025-09-10T15:19:41.533738+00:00,en
45187349,social,HackerNews,https://news.ycombinator.com/,,35,6,59,,hawski,https://news.ycombinator.com/item?id=45187349,2025-09-10T15:19:41.533897+00:00,en
45145176,social,HackerNews,https://news.ycombinator.com/,,68,22,60,,brightprogramer,https://news.ycombinator.com/item?id=45145176,2025-09-10T15:19:41.534058+00:00,en
45191932,social,HackerNews,https://news.ycombinator.com/,,15,2,61,,nearestnabors,https://news.ycombinator.com/item?id=45191932,2025-09-10T15:19:43.775960+00:00,en
45180315,social,HackerNews,https://news.ycombinator.com/,,111,35,62,,jadelcastillo,https://news.ycombinator.com/item?id=45180315,2025-09-10T15:19:43.776142+00:00,en
45155937,social,HackerNews,https://news.ycombinator.com/,,14,0,63,,forthelastime,https://news.ycombinator.com/item?id=45155937,2025-09-10T15:19:43.776309+00:00,en
45193218,social,HackerNews,https://news.ycombinator.com/,,12,1,64,,zdw,https://news.ycombinator.com/item?id=45193218,2025-09-10T15:19:43.776477+00:00,en
45140572,social,HackerNews,https://news.ycombinator.com/,,259,40,65,,stmw,https://news.ycombinator.com/item?id=45140572,2025-09-10T15:19:43.776642+00:00,en
45196163,social,HackerNews,https://news.ycombinator.com/,,42,44,66,,solarwindy,https://news.ycombinator.com/item?id=45196163,2025-09-10T15:19:43.776803+00:00,en
45179889,social,HackerNews,https://news.ycombinator.com/,,191,109,67,,naugtur,https://news.ycombinator.com/item?id=45179889,2025-09-10T15:19:43.776968+00:00,en
45182418,social,HackerNews,https://news.ycombinator.com/,,47,28,68,,ksec,https://news.ycombinator.com/item?id=45182418,2025-09-10T15:19:43.777129+00:00,en
45151641,social,HackerNews,https://news.ycombinator.com/,,348,497,69,,xrayarx,https://news.ycombinator.com/item?id=45151641,2025-09-10T15:19:43.777289+00:00,en
45188116,social,HackerNews,https://news.ycombinator.com/,,59,15,70,,aurellius,https://news.ycombinator.com/item?id=45188116,2025-09-10T15:19:43.777449+00:00,en
45198744,social,HackerNews,https://news.ycombinator.com/,,5,1,71,,ilamont,https://news.ycombinator.com/item?id=45198744,2025-09-10T15:19:43.777609+00:00,en
45157278,social,HackerNews,https://news.ycombinator.com/,,65,14,72,,dnetesn,https://news.ycombinator.com/item?id=45157278,2025-09-10T15:19:43.777768+00:00,en
45157161,social,HackerNews,https://news.ycombinator.com/,,33,14,73,,ayush_xeneva,https://news.ycombinator.com/item?id=45157161,2025-09-10T15:19:43.777926+00:00,en
45171200,social,HackerNews,https://news.ycombinator.com/,,661,381,74,,joshmanders,https://news.ycombinator.com/item?id=45171200,2025-09-10T15:19:43.778085+00:00,en
45192862,social,HackerNews,https://news.ycombinator.com/,,9,0,75,,vismit2000,https://news.ycombinator.com/item?id=45192862,2025-09-10T15:19:43.778242+00:00,en
45170000,social,HackerNews,https://news.ycombinator.com/,,222,100,76,,ktosobcy,https://news.ycombinator.com/item?id=45170000,2025-09-10T15:19:43.778401+00:00,en
45155916,social,HackerNews,https://news.ycombinator.com/,,38,7,77,,andsoitis,https://news.ycombinator.com/item?id=45155916,2025-09-10T15:19:43.778560+00:00,en
45135591,social,HackerNews,https://news.ycombinator.com/,,105,105,78,,joexbayer,https://news.ycombinator.com/item?id=45135591,2025-09-10T15:19:43.778721+00:00,en
45156414,social,HackerNews,https://news.ycombinator.com/,,142,162,79,,never_inline,https://news.ycombinator.com/item?id=45156414,2025-09-10T15:19:43.778880+00:00,en
45197066,social,HackerNews,https://news.ycombinator.com/,,77,112,80,,speckx,https://news.ycombinator.com/item?id=45197066,2025-09-10T15:19:43.779037+00:00,en
45193234,social,HackerNews,https://news.ycombinator.com/,,9,1,81,,zdw,https://news.ycombinator.com/item?id=45193234,2025-09-10T15:19:43.779193+00:00,en
45189260,social,HackerNews,https://news.ycombinator.com/,,27,5,82,,erichi,https://news.ycombinator.com/item?id=45189260,2025-09-10T15:19:43.779350+00:00,en
