id,rank,title,url,score,comments,permalink,fetched_at,lang,clean,token_count
45194165,20,,,56,49 comments,https://news.ycombinator.com/item?id=45194165,2025-09-10T15:22:07.807745+00:00,tl,nan,1
45157094,21,,,27,18 comments,https://news.ycombinator.com/item?id=45157094,2025-09-10T15:22:07.807872+00:00,tl,nan,1
45154142,22,,,162,39 comments,https://news.ycombinator.com/item?id=45154142,2025-09-10T15:22:07.807998+00:00,tl,nan,1
45186265,23,,,449,208 comments,https://news.ycombinator.com/item?id=45186265,2025-09-10T15:22:07.808130+00:00,tl,nan,1
45190777,24,,,110,11 comments,https://news.ycombinator.com/item?id=45190777,2025-09-10T15:22:07.808268+00:00,tl,nan,1
45157425,25,,,51,49 comments,https://news.ycombinator.com/item?id=45157425,2025-09-10T15:22:07.808400+00:00,tl,nan,1
45185875,26,,,188,302 comments,https://news.ycombinator.com/item?id=45185875,2025-09-10T15:22:07.808529+00:00,tl,nan,1
45158118,27,,,142,21 comments,https://news.ycombinator.com/item?id=45158118,2025-09-10T15:22:07.808660+00:00,tl,nan,1
45183050,28,,,227,35 comments,https://news.ycombinator.com/item?id=45183050,2025-09-10T15:22:07.808796+00:00,tl,nan,1
45157505,29,,,40,33 comments,https://news.ycombinator.com/item?id=45157505,2025-09-10T15:22:07.808925+00:00,tl,nan,1
45182770,30,,,248,87 comments,https://news.ycombinator.com/item?id=45182770,2025-09-10T15:22:07.809054+00:00,tl,nan,1
45196173,1,,,203,69 comments,https://news.ycombinator.com/item?id=45196173,2025-09-10T15:23:48.465965+00:00,tl,nan,1
45192655,2,,,666,139 comments,https://news.ycombinator.com/item?id=45192655,2025-09-10T15:23:48.466190+00:00,tl,nan,1
45196437,3,,,65,27 comments,https://news.ycombinator.com/item?id=45196437,2025-09-10T15:23:48.466358+00:00,tl,nan,1
45195520,4,,,418,477 comments,https://news.ycombinator.com/item?id=45195520,2025-09-10T15:23:48.466513+00:00,tl,nan,1
45197187,5,,,93,64 comments,https://news.ycombinator.com/item?id=45197187,2025-09-10T15:23:48.466674+00:00,tl,nan,1
45186015,6,,,832,1696 comments,https://news.ycombinator.com/item?id=45186015,2025-09-10T15:23:48.466825+00:00,tl,nan,1
45155846,7,,,24,2 comments,https://news.ycombinator.com/item?id=45155846,2025-09-10T15:23:48.466975+00:00,tl,nan,1
45185756,8,,,525,172 comments,https://news.ycombinator.com/item?id=45185756,2025-09-10T15:23:48.467124+00:00,tl,nan,1
45181535,9,,,20,4 comments,https://news.ycombinator.com/item?id=45181535,2025-09-10T15:23:48.467276+00:00,tl,nan,1
45163417,10,,,34,6 comments,https://news.ycombinator.com/item?id=45163417,2025-09-10T15:23:48.467424+00:00,tl,nan,1
45191347,11,,,210,54 comments,https://news.ycombinator.com/item?id=45191347,2025-09-10T15:23:48.467573+00:00,tl,nan,1
45182381,12,,,605,316 comments,https://news.ycombinator.com/item?id=45182381,2025-09-10T15:23:48.467725+00:00,tl,nan,1
45196433,13,,,0,hide,https://news.ycombinator.com/item?id=45196433,2025-09-10T15:23:48.467851+00:00,tl,nan,1
45154088,14,,,54,25 comments,https://news.ycombinator.com/item?id=45154088,2025-09-10T15:23:48.468001+00:00,tl,nan,1
45182657,15,,,449,811 comments,https://news.ycombinator.com/item?id=45182657,2025-09-10T15:23:48.468149+00:00,tl,nan,1
45171733,16,,,177,47 comments,https://news.ycombinator.com/item?id=45171733,2025-09-10T15:23:48.468294+00:00,tl,nan,1
45183029,17,,,775,430 comments,https://news.ycombinator.com/item?id=45183029,2025-09-10T15:23:48.468445+00:00,tl,nan,1
45192194,18,,,79,33 comments,https://news.ycombinator.com/item?id=45192194,2025-09-10T15:23:48.468591+00:00,tl,nan,1
45196568,19,,,42,28 comments,https://news.ycombinator.com/item?id=45196568,2025-09-10T15:23:48.468737+00:00,tl,nan,1
45177683,20,,,318,414 comments,https://news.ycombinator.com/item?id=45177683,2025-09-10T15:23:48.468875+00:00,tl,nan,1
45194165,21,,,56,49 comments,https://news.ycombinator.com/item?id=45194165,2025-09-10T15:23:48.468998+00:00,tl,nan,1
45157094,22,,,27,18 comments,https://news.ycombinator.com/item?id=45157094,2025-09-10T15:23:48.469124+00:00,tl,nan,1
45154142,23,,,162,39 comments,https://news.ycombinator.com/item?id=45154142,2025-09-10T15:23:48.469250+00:00,tl,nan,1
45186265,24,,,449,208 comments,https://news.ycombinator.com/item?id=45186265,2025-09-10T15:23:48.469377+00:00,tl,nan,1
45190777,25,,,111,12 comments,https://news.ycombinator.com/item?id=45190777,2025-09-10T15:23:48.469505+00:00,tl,nan,1
45157425,26,,,51,49 comments,https://news.ycombinator.com/item?id=45157425,2025-09-10T15:23:48.469634+00:00,tl,nan,1
45185875,27,,,188,301 comments,https://news.ycombinator.com/item?id=45185875,2025-09-10T15:23:48.469768+00:00,tl,nan,1
45158118,28,,,142,21 comments,https://news.ycombinator.com/item?id=45158118,2025-09-10T15:23:48.469897+00:00,tl,nan,1
45183050,29,,,227,35 comments,https://news.ycombinator.com/item?id=45183050,2025-09-10T15:23:48.470028+00:00,tl,nan,1
45157505,30,,,40,33 comments,https://news.ycombinator.com/item?id=45157505,2025-09-10T15:23:48.470151+00:00,tl,nan,1
45182770,31,,,249,87 comments,https://news.ycombinator.com/item?id=45182770,2025-09-10T15:23:51.818521+00:00,tl,nan,1
45183589,32,,,173,98 comments,https://news.ycombinator.com/item?id=45183589,2025-09-10T15:23:51.818678+00:00,tl,nan,1
45188945,33,,,440,87 comments,https://news.ycombinator.com/item?id=45188945,2025-09-10T15:23:51.818814+00:00,tl,nan,1
45198322,34,,,8,discuss,https://news.ycombinator.com/item?id=45198322,2025-09-10T15:23:51.818951+00:00,tl,nan,1
45184432,35,,,394,837 comments,https://news.ycombinator.com/item?id=45184432,2025-09-10T15:23:51.819086+00:00,tl,nan,1
45197608,36,,,11,1 comment,https://news.ycombinator.com/item?id=45197608,2025-09-10T15:23:51.819219+00:00,tl,nan,1
45197240,37,,,9,3 comments,https://news.ycombinator.com/item?id=45197240,2025-09-10T15:23:51.819348+00:00,tl,nan,1
45197302,38,,,14,3 comments,https://news.ycombinator.com/item?id=45197302,2025-09-10T15:23:51.819477+00:00,tl,nan,1
45178041,39,,,770,416 comments,https://news.ycombinator.com/item?id=45178041,2025-09-10T15:23:51.819605+00:00,tl,nan,1
45198150,40,,,7,6 comments,https://news.ycombinator.com/item?id=45198150,2025-09-10T15:23:51.819734+00:00,tl,nan,1
45167436,41,,,120,5 comments,https://news.ycombinator.com/item?id=45167436,2025-09-10T15:23:51.819862+00:00,tl,nan,1
45184368,42,,,610,243 comments,https://news.ycombinator.com/item?id=45184368,2025-09-10T15:23:51.819988+00:00,tl,nan,1
45153380,43,,,17,1 comment,https://news.ycombinator.com/item?id=45153380,2025-09-10T15:23:51.820113+00:00,tl,nan,1
45196746,44,,,13,8 comments,https://news.ycombinator.com/item?id=45196746,2025-09-10T15:23:51.820237+00:00,tl,nan,1
45179304,45,,,277,281 comments,https://news.ycombinator.com/item?id=45179304,2025-09-10T15:23:51.820362+00:00,tl,nan,1
45166245,46,,,123,26 comments,https://news.ycombinator.com/item?id=45166245,2025-09-10T15:23:51.820487+00:00,tl,nan,1
45156671,47,,,36,29 comments,https://news.ycombinator.com/item?id=45156671,2025-09-10T15:23:51.820614+00:00,tl,nan,1
45179939,48,,,378,274 comments,https://news.ycombinator.com/item?id=45179939,2025-09-10T15:23:51.820738+00:00,tl,nan,1
45177518,49,,,155,80 comments,https://news.ycombinator.com/item?id=45177518,2025-09-10T15:23:51.820863+00:00,tl,nan,1
45186011,50,,,144,118 comments,https://news.ycombinator.com/item?id=45186011,2025-09-10T15:23:51.820989+00:00,tl,nan,1
45164892,51,,,102,40 comments,https://news.ycombinator.com/item?id=45164892,2025-09-10T15:23:51.821114+00:00,tl,nan,1
45170515,52,,,961,435 comments,https://news.ycombinator.com/item?id=45170515,2025-09-10T15:23:51.821237+00:00,tl,nan,1
45193291,53,,,16,3 comments,https://news.ycombinator.com/item?id=45193291,2025-09-10T15:23:51.821360+00:00,tl,nan,1
45195267,54,,,74,75 comments,https://news.ycombinator.com/item?id=45195267,2025-09-10T15:23:51.821483+00:00,tl,nan,1
45196099,55,,,11,8 comments,https://news.ycombinator.com/item?id=45196099,2025-09-10T15:23:51.821608+00:00,tl,nan,1
45186726,56,,,164,182 comments,https://news.ycombinator.com/item?id=45186726,2025-09-10T15:23:51.821733+00:00,tl,nan,1
45183039,57,,,244,137 comments,https://news.ycombinator.com/item?id=45183039,2025-09-10T15:23:51.821858+00:00,tl,nan,1
45186023,58,,,93,245 comments,https://news.ycombinator.com/item?id=45186023,2025-09-10T15:23:51.821985+00:00,tl,nan,1
45186705,59,,,28,4 comments,https://news.ycombinator.com/item?id=45186705,2025-09-10T15:23:51.822109+00:00,tl,nan,1
45187349,60,,,36,6 comments,https://news.ycombinator.com/item?id=45187349,2025-09-10T15:23:51.822233+00:00,tl,nan,1
45145176,61,,,69,22 comments,https://news.ycombinator.com/item?id=45145176,2025-09-10T15:23:55.244420+00:00,tl,nan,1
45191932,62,,,16,2 comments,https://news.ycombinator.com/item?id=45191932,2025-09-10T15:23:55.244608+00:00,tl,nan,1
45180315,63,,,111,35 comments,https://news.ycombinator.com/item?id=45180315,2025-09-10T15:23:55.244768+00:00,tl,nan,1
45155937,64,,,14,discuss,https://news.ycombinator.com/item?id=45155937,2025-09-10T15:23:55.244922+00:00,tl,nan,1
45140572,65,,,259,40 comments,https://news.ycombinator.com/item?id=45140572,2025-09-10T15:23:55.245058+00:00,tl,nan,1
45193218,66,,,12,1 comment,https://news.ycombinator.com/item?id=45193218,2025-09-10T15:23:55.245193+00:00,tl,nan,1
45196163,67,,,42,44 comments,https://news.ycombinator.com/item?id=45196163,2025-09-10T15:23:55.245326+00:00,tl,nan,1
45179889,68,,,191,109 comments,https://news.ycombinator.com/item?id=45179889,2025-09-10T15:23:55.245455+00:00,tl,nan,1
45182418,69,,,47,28 comments,https://news.ycombinator.com/item?id=45182418,2025-09-10T15:23:55.245586+00:00,tl,nan,1
45151641,70,,,348,497 comments,https://news.ycombinator.com/item?id=45151641,2025-09-10T15:23:55.245715+00:00,tl,nan,1
45188116,71,,,60,15 comments,https://news.ycombinator.com/item?id=45188116,2025-09-10T15:23:55.245846+00:00,tl,nan,1
45157278,72,,,65,14 comments,https://news.ycombinator.com/item?id=45157278,2025-09-10T15:23:55.245976+00:00,tl,nan,1
45171200,73,,,661,381 comments,https://news.ycombinator.com/item?id=45171200,2025-09-10T15:23:55.246103+00:00,tl,nan,1
45157161,74,,,34,14 comments,https://news.ycombinator.com/item?id=45157161,2025-09-10T15:23:55.246232+00:00,tl,nan,1
45192862,75,,,9,discuss,https://news.ycombinator.com/item?id=45192862,2025-09-10T15:23:55.246358+00:00,tl,nan,1
45170000,76,,,222,100 comments,https://news.ycombinator.com/item?id=45170000,2025-09-10T15:23:55.246484+00:00,tl,nan,1
45198744,77,,,5,1 comment,https://news.ycombinator.com/item?id=45198744,2025-09-10T15:23:55.246610+00:00,tl,nan,1
45155916,78,,,38,7 comments,https://news.ycombinator.com/item?id=45155916,2025-09-10T15:23:55.246735+00:00,tl,nan,1
45197066,79,,,79,113 comments,https://news.ycombinator.com/item?id=45197066,2025-09-10T15:23:55.246860+00:00,tl,nan,1
45135591,80,,,105,105 comments,https://news.ycombinator.com/item?id=45135591,2025-09-10T15:23:55.246985+00:00,tl,nan,1
45156414,81,,,142,162 comments,https://news.ycombinator.com/item?id=45156414,2025-09-10T15:23:55.247111+00:00,tl,nan,1
45189260,82,,,27,6 comments,https://news.ycombinator.com/item?id=45189260,2025-09-10T15:23:55.247238+00:00,tl,nan,1
45193234,83,,,9,1 comment,https://news.ycombinator.com/item?id=45193234,2025-09-10T15:23:55.247372+00:00,tl,nan,1
45165186,84,,,142,254 comments,https://news.ycombinator.com/item?id=45165186,2025-09-10T15:23:55.247500+00:00,tl,nan,1
45174297,85,,,480,117 comments,https://news.ycombinator.com/item?id=45174297,2025-09-10T15:23:55.247641+00:00,tl,nan,1
45182111,86,,,410,442 comments,https://news.ycombinator.com/item?id=45182111,2025-09-10T15:23:55.247774+00:00,tl,nan,1
45142704,87,,,130,54 comments,https://news.ycombinator.com/item?id=45142704,2025-09-10T15:23:55.247900+00:00,tl,nan,1
45157232,88,,,29,3 comments,https://news.ycombinator.com/item?id=45157232,2025-09-10T15:23:55.248031+00:00,tl,nan,1
45198948,89,,,3,discuss,https://news.ycombinator.com/item?id=45198948,2025-09-10T15:23:55.248156+00:00,tl,nan,1
45144129,90,,,84,27 comments,https://news.ycombinator.com/item?id=45144129,2025-09-10T15:23:55.248291+00:00,tl,nan,1
45167625,91,,,175,290 comments,https://news.ycombinator.com/item?id=45167625,2025-09-10T15:23:59.107106+00:00,tl,nan,1
45187449,92,,,50,7 comments,https://news.ycombinator.com/item?id=45187449,2025-09-10T15:23:59.107306+00:00,tl,nan,1
45141907,93,,,232,89 comments,https://news.ycombinator.com/item?id=45141907,2025-09-10T15:23:59.107469+00:00,tl,nan,1
45191768,94,,,10,discuss,https://news.ycombinator.com/item?id=45191768,2025-09-10T15:23:59.107623+00:00,tl,nan,1
45184315,95,,,179,41 comments,https://news.ycombinator.com/item?id=45184315,2025-09-10T15:23:59.107776+00:00,tl,nan,1
45194218,96,,,37,29 comments,https://news.ycombinator.com/item?id=45194218,2025-09-10T15:23:59.107928+00:00,tl,nan,1
45165684,97,,,550,205 comments,https://news.ycombinator.com/item?id=45165684,2025-09-10T15:23:59.108077+00:00,tl,nan,1
45158968,98,,,1006,487 comments,https://news.ycombinator.com/item?id=45158968,2025-09-10T15:23:59.108227+00:00,tl,nan,1
45185394,99,,,78,171 comments,https://news.ycombinator.com/item?id=45185394,2025-09-10T15:23:59.108372+00:00,tl,nan,1
45143019,100,,,29,5 comments,https://news.ycombinator.com/item?id=45143019,2025-09-10T15:23:59.108523+00:00,tl,nan,1
45143927,101,,,82,28 comments,https://news.ycombinator.com/item?id=45143927,2025-09-10T15:23:59.108825+00:00,tl,nan,1
45186904,102,,,32,9 comments,https://news.ycombinator.com/item?id=45186904,2025-09-10T15:23:59.108976+00:00,tl,nan,1
45167394,103,,,111,209 comments,https://news.ycombinator.com/item?id=45167394,2025-09-10T15:23:59.109122+00:00,tl,nan,1
45198044,104,,,6,3 comments,https://news.ycombinator.com/item?id=45198044,2025-09-10T15:23:59.109268+00:00,tl,nan,1
45187841,105,,,90,72 comments,https://news.ycombinator.com/item?id=45187841,2025-09-10T15:23:59.109414+00:00,tl,nan,1
45180353,106,,,45,86 comments,https://news.ycombinator.com/item?id=45180353,2025-09-10T15:23:59.109559+00:00,tl,nan,1
45191969,107,,,9,2 comments,https://news.ycombinator.com/item?id=45191969,2025-09-10T15:23:59.109706+00:00,tl,nan,1
45168953,108,,,380,258 comments,https://news.ycombinator.com/item?id=45168953,2025-09-10T15:23:59.109851+00:00,tl,nan,1
45169657,109,,,1332,745 comments,https://news.ycombinator.com/item?id=45169657,2025-09-10T15:23:59.109995+00:00,tl,nan,1
45163362,110,,,902,304 comments,https://news.ycombinator.com/item?id=45163362,2025-09-10T15:23:59.110141+00:00,tl,nan,1
45181094,111,,,193,156 comments,https://news.ycombinator.com/item?id=45181094,2025-09-10T15:23:59.110284+00:00,tl,nan,1
45182372,112,,,751,635 comments,https://news.ycombinator.com/item?id=45182372,2025-09-10T15:23:59.110426+00:00,tl,nan,1
45176401,113,,,66,19 comments,https://news.ycombinator.com/item?id=45176401,2025-09-10T15:23:59.110569+00:00,tl,nan,1
45192720,114,,,5,discuss,https://news.ycombinator.com/item?id=45192720,2025-09-10T15:23:59.110711+00:00,tl,nan,1
45188114,115,,,120,87 comments,https://news.ycombinator.com/item?id=45188114,2025-09-10T15:23:59.110854+00:00,tl,nan,1
45172609,116,,,205,403 comments,https://news.ycombinator.com/item?id=45172609,2025-09-10T15:23:59.110996+00:00,tl,nan,1
45181626,117,,,129,95 comments,https://news.ycombinator.com/item?id=45181626,2025-09-10T15:23:59.111138+00:00,tl,nan,1
45191859,118,,,167,176 comments,https://news.ycombinator.com/item?id=45191859,2025-09-10T15:23:59.111281+00:00,tl,nan,1
45198033,119,,,44,112 comments,https://news.ycombinator.com/item?id=45198033,2025-09-10T15:23:59.111422+00:00,tl,nan,1
45187778,120,,,44,4 comments,https://news.ycombinator.com/item?id=45187778,2025-09-10T15:23:59.111564+00:00,tl,nan,1
45187687,121,,,174,68 comments,https://news.ycombinator.com/item?id=45187687,2025-09-10T15:24:02.435599+00:00,tl,nan,1
45174221,122,,,340,181 comments,https://news.ycombinator.com/item?id=45174221,2025-09-10T15:24:02.435772+00:00,tl,nan,1
45188982,123,,,73,40 comments,https://news.ycombinator.com/item?id=45188982,2025-09-10T15:24:02.435908+00:00,tl,nan,1
45144470,124,,,56,50 comments,https://news.ycombinator.com/item?id=45144470,2025-09-10T15:24:02.436041+00:00,tl,nan,1
45169275,125,,,266,246 comments,https://news.ycombinator.com/item?id=45169275,2025-09-10T15:24:02.436173+00:00,tl,nan,1
45169624,126,,,272,119 comments,https://news.ycombinator.com/item?id=45169624,2025-09-10T15:24:02.436305+00:00,tl,nan,1
45175628,127,,,243,205 comments,https://news.ycombinator.com/item?id=45175628,2025-09-10T15:24:02.436436+00:00,tl,nan,1
45174037,128,,,183,340 comments,https://news.ycombinator.com/item?id=45174037,2025-09-10T15:24:02.436569+00:00,tl,nan,1
45142845,129,,,34,discuss,https://news.ycombinator.com/item?id=45142845,2025-09-10T15:24:02.436696+00:00,tl,nan,1
45186044,130,,,94,87 comments,https://news.ycombinator.com/item?id=45186044,2025-09-10T15:24:02.436827+00:00,tl,nan,1
45194341,131,,,33,13 comments,https://news.ycombinator.com/item?id=45194341,2025-09-10T15:24:02.436954+00:00,tl,nan,1
